PERIOD,PSGC,PROVINCE,LOCATION,GLOBAL_MORANS_I,LOCAL_MORANS_I,LOCAL_MORAN_CLUSTER,GI_STAR_Z_SCORE,GI_STAR_P_VALUE,HOTSPOT_CLASS,HOTSPOT_CLUSTER_ID,HOTSPOT_CLUSTER_SIZE,AUTOMATIC_ALERT,ALERT_REASON
2027-04,1206311000,South Cotabato,NORALA,0.5296635817416063,2.4106842462840676,HIGH-HIGH,3.7960863324625613,0.0001469983253394081,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-04,1206312000,South Cotabato,POLOMOLOK,0.5296635817416063,0.3047016742077649,NOT_SIGNIFICANT,1.0366665061243223,0.29989130675606035,NOT_SIGNIFICANT,0,0,1,TRANSMISSION_PRESSURE_PROXY+CENTER_EXPANSION_PENDING
2027-04,1206313000,South Cotabato,SURALLAH,0.5296635817416063,0.32914906971308344,NOT_SIGNIFICANT,1.4467050637777217,0.14797954562492033,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206314000,South Cotabato,TAMPAKAN,0.5296635817416063,2.472106770891935,HIGH-HIGH,3.320020807383599,0.0009001073910306592,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-04,1206315000,South Cotabato,TANTANGAN,0.5296635817416063,2.037611198840262,HIGH-HIGH,3.31389383585248,0.0009200643364054077,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-04,1206316000,South Cotabato,T'BOLI,0.5296635817416063,-0.1715498139608727,NOT_SIGNIFICANT,1.249941559168895,0.21132089644217766,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206317000,South Cotabato,TUPI,0.5296635817416063,0.7388748977219913,HIGH-HIGH,2.6322736852997433,0.008481550885084049,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+CENTER_EXPANSION_PENDING
2027-04,1206318000,South Cotabato,SANTO NIÑO,0.5296635817416063,1.7838028683225136,HIGH-HIGH,2.677167269583709,0.00742475574020334,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER
2027-04,1206319000,South Cotabato,LAKE SEBU,0.5296635817416063,0.08505187684593854,NOT_SIGNIFICANT,-1.3003164401293836,0.19349253567894042,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206501000,Sultan Kudarat,BAGUMBAYAN,0.5296635817416063,0.08463652741080858,NOT_SIGNIFICANT,1.062205409371981,0.28814244466403416,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206502000,Sultan Kudarat,COLUMBIO,0.5296635817416063,1.3551331469823564,HIGH-HIGH,2.427695851102054,0.015195080174927324,HOT_SPOT_95,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-04,1206503000,Sultan Kudarat,ESPERANZA,0.5296635817416063,-0.007284012702755114,NOT_SIGNIFICANT,0.009773424235211698,0.9922020598397208,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206504000,Sultan Kudarat,ISULAN,0.5296635817416063,0.19640525116632726,NOT_SIGNIFICANT,1.2328928437848805,0.21761574571521236,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206505000,Sultan Kudarat,KALAMANSIG,0.5296635817416063,0.6219777245197576,LOW-LOW,-1.589948692796295,0.11184637058604753,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206506000,Sultan Kudarat,LEBAK,0.5296635817416063,0.09289974384534018,NOT_SIGNIFICANT,-0.5489264366819744,0.5830559347545023,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206507000,Sultan Kudarat,LUTAYAN,0.5296635817416063,-0.40703294678981505,LOW-HIGH,2.6489154762776073,0.008075052466962253,HOT_SPOT_99,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-04,1206508000,Sultan Kudarat,LAMBAYONG,0.5296635817416063,0.008303665042554751,NOT_SIGNIFICANT,0.8144149952239358,0.4154072511175181,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1206509000,Sultan Kudarat,PALIMBANG,0.5296635817416063,1.154527418858489,LOW-LOW,-2.150500629425026,0.03151563625873096,COLD_SPOT_95,0,0,0,NONE
2027-04,1206510000,Sultan Kudarat,PRESIDENT QUIRINO,0.5296635817416063,-0.12798983971915048,NOT_SIGNIFICANT,1.3818203688241437,0.16702686322645854,NOT_SIGNIFICANT,0,0,0,NEIGHBOR_INFECTIOUS_PRESSURE
2027-04,1206511000,Sultan Kudarat,TACURONG,0.5296635817416063,1.168533344300613,HIGH-HIGH,2.388325781404101,0.0169253309175973,HOT_SPOT_95,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-04,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,0.5296635817416063,0.387180257669443,LOW-LOW,-1.265227330699327,0.20578984782465604,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1208001000,Sarangani,ALABEL,0.5296635817416063,0.057681548310231194,NOT_SIGNIFICANT,-0.7004602777285015,0.48363990369590715,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1208002000,Sarangani,GLAN,0.5296635817416063,0.6358578995237415,LOW-LOW,-1.3635630185244818,0.17270513795014242,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1208003000,Sarangani,KIAMBA,0.5296635817416063,0.08191117103972492,NOT_SIGNIFICANT,-0.6802694927107413,0.4963338375816754,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1208004000,Sarangani,MAASIM,0.5296635817416063,0.011198514004302858,NOT_SIGNIFICANT,0.19754884640797676,0.8433980605751519,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1208005000,Sarangani,MAITUM,0.5296635817416063,0.5668218036951954,LOW-LOW,-1.45447058897074,0.14581588181934868,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1208006000,Sarangani,MALAPATAN,0.5296635817416063,0.6649699152940897,LOW-LOW,-1.3635630185244818,0.17270513795014242,NOT_SIGNIFICANT,0,0,0,NONE
2027-04,1208007000,Sarangani,MALUNGON,0.5296635817416063,0.020913542101097478,NOT_SIGNIFICANT,1.1246984256573656,0.2607168490727293,NOT_SIGNIFICANT,0,0,0,NEIGHBOR_INFECTIOUS_PRESSURE
2027-04,1230800000,General Santos City,GENERAL SANTOS,0.5296635817416063,0.11534774716901522,NOT_SIGNIFICANT,0.6553090511679504,0.5122687944621869,NOT_SIGNIFICANT,0,0,0,CENTER_EXPANSION_PENDING
2027-05,1204701000,Cotabato,ALAMADA,0.5195633446756281,0.9434902815650347,LOW-LOW,-1.8393678718620488,0.06586109632806661,COLD_SPOT_90,0,0,0,NONE
2027-05,1204702000,Cotabato,CARMEN,0.5195633446756281,0.9275632638386702,LOW-LOW,-2.2126852747620833,0.026919351294320368,COLD_SPOT_95,0,0,0,NONE
2027-05,1204703000,Cotabato,KABACAN,0.5195633446756281,-0.06148955615054663,NOT_SIGNIFICANT,-1.1132643224212877,0.26559492451102895,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204704000,Cotabato,KIDAPAWAN,0.5195633446756281,-0.1085487689748069,NOT_SIGNIFICANT,-0.9138988004327742,0.3607700240513123,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204705000,Cotabato,LIBUNGAN,0.5195633446756281,0.17980928467312227,NOT_SIGNIFICANT,-2.21366121963976,0.026852092552628194,COLD_SPOT_95,0,0,0,NONE
2027-05,1204706000,Cotabato,MAGPET,0.5195633446756281,0.23374845921011406,NOT_SIGNIFICANT,-0.9720139992876946,0.33104358412536383,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204707000,Cotabato,MAKILALA,0.5195633446756281,0.04844841102984551,NOT_SIGNIFICANT,-0.4125693932380215,0.6799221294008405,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204708000,Cotabato,MATALAM,0.5195633446756281,-0.05549870393110169,NOT_SIGNIFICANT,0.03513840772530514,0.9719693753747782,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204709000,Cotabato,MIDSAYAP,0.5195633446756281,0.060309180570289785,NOT_SIGNIFICANT,-1.069973762375128,0.28463111895396975,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204710000,Cotabato,M'LANG,0.5195633446756281,-0.04490096403790475,NOT_SIGNIFICANT,-0.1995337184531122,0.841845270097581,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204711000,Cotabato,PIGKAWAYAN,0.5195633446756281,0.60036159317603,LOW-LOW,-1.3317859387400603,0.18293053982894292,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204712000,Cotabato,PIKIT,0.5195633446756281,0.8299345892928465,LOW-LOW,-1.6605684233008946,0.09680015520144052,COLD_SPOT_90,0,0,0,NONE
2027-05,1204713000,Cotabato,PRESIDENT ROXAS,0.5195633446756281,0.35565795343431916,LOW-LOW,-1.3710163168638965,0.17036986960675693,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204714000,Cotabato,TULUNAN,0.5195633446756281,-0.08542977974535008,NOT_SIGNIFICANT,0.5795101995400559,0.5622449664882683,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204715000,Cotabato,ANTIPAS,0.5195633446756281,-0.764125941344362,HIGH-LOW,-1.198454783783717,0.23074001581865244,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204716000,Cotabato,BANISILAN,0.5195633446756281,1.1949100508316854,LOW-LOW,-2.0931067360998363,0.03633962753645262,COLD_SPOT_95,0,0,0,NONE
2027-05,1204717000,Cotabato,ALEOSAN,0.5195633446756281,0.350993470694855,LOW-LOW,-1.5975916057581439,0.11013389581346929,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1204718000,Cotabato,ARAKAN,0.5195633446756281,0.34991449539688957,NOT_SIGNIFICANT,-1.0731375533673035,0.28320940388929405,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206302000,South Cotabato,BANGA,0.5195633446756281,1.155912437818342,HIGH-HIGH,3.9790261854015707,6.919812006810865e-05,HOT_SPOT_99,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-05,1206306000,South Cotabato,KORONADAL,0.5195633446756281,2.799122643410897,HIGH-HIGH,3.605041458935942,0.00031210310024358897,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+CENTER_EXPANSION_PENDING
2027-05,1206311000,South Cotabato,NORALA,0.5195633446756281,2.3716832054327313,HIGH-HIGH,3.7680627373030218,0.00016451936017218265,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-05,1206312000,South Cotabato,POLOMOLOK,0.5195633446756281,0.29877399687304895,NOT_SIGNIFICANT,1.025153171760737,0.30529091994633406,NOT_SIGNIFICANT,0,0,1,TRANSMISSION_PRESSURE_PROXY+CENTER_EXPANSION_PENDING
2027-05,1206313000,South Cotabato,SURALLAH,0.5195633446756281,0.31647993253190787,NOT_SIGNIFICANT,1.4204184321122517,0.15548589982702535,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206314000,South Cotabato,TAMPAKAN,0.5195633446756281,2.429566996629096,HIGH-HIGH,3.2947098733569833,0.0009852334266997368,HOT_SPOT_99,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-05,1206315000,South Cotabato,TANTANGAN,0.5195633446756281,2.0306910137719623,HIGH-HIGH,3.3125487742841777,0.0009245000422573194,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-05,1206316000,South Cotabato,T'BOLI,0.5195633446756281,-0.17158242718336442,NOT_SIGNIFICANT,1.227205604543744,0.2197453234794734,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206317000,South Cotabato,TUPI,0.5195633446756281,0.7244333696342516,HIGH-HIGH,2.608622060401542,0.00909075839829356,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+CENTER_EXPANSION_PENDING
2027-05,1206318000,South Cotabato,SANTO NIÑO,0.5195633446756281,1.745408886236289,HIGH-HIGH,2.644933236474444,0.008170703648298193,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER
2027-05,1206319000,South Cotabato,LAKE SEBU,0.5195633446756281,0.08823584643044084,NOT_SIGNIFICANT,-1.3195561692312898,0.18698324498884789,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206501000,Sultan Kudarat,BAGUMBAYAN,0.5195633446756281,0.07781145975935427,NOT_SIGNIFICANT,1.0380740408378106,0.29923558592600696,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206502000,Sultan Kudarat,COLUMBIO,0.5195633446756281,1.3343579209103034,HIGH-HIGH,2.4134554242183883,0.01580206067053161,HOT_SPOT_95,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-05,1206503000,Sultan Kudarat,ESPERANZA,0.5195633446756281,-0.006862851638022839,NOT_SIGNIFICANT,-0.0013672335055810094,0.9989091058347576,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206504000,Sultan Kudarat,ISULAN,0.5195633446756281,0.189176029138349,NOT_SIGNIFICANT,1.2053439622481532,0.22807054484106903,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206505000,Sultan Kudarat,KALAMANSIG,0.5195633446756281,0.6288928962172271,LOW-LOW,-1.600112714718712,0.10957358083240211,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206506000,Sultan Kudarat,LEBAK,0.5195633446756281,0.09583004801733183,NOT_SIGNIFICANT,-0.5584333344875565,0.5765485155111227,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206507000,Sultan Kudarat,LUTAYAN,0.5195633446756281,-0.3788291504731538,LOW-HIGH,2.65568477376275,0.007914756037621679,HOT_SPOT_99,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-05,1206508000,Sultan Kudarat,LAMBAYONG,0.5195633446756281,0.005457367649719967,NOT_SIGNIFICANT,0.8151281058081256,0.4149989851652276,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1206509000,Sultan Kudarat,PALIMBANG,0.5195633446756281,1.1631727883633751,LOW-LOW,-2.1592759994917015,0.030828760977597784,COLD_SPOT_95,0,0,0,NONE
2027-05,1206510000,Sultan Kudarat,PRESIDENT QUIRINO,0.5195633446756281,-0.1056199364354854,NOT_SIGNIFICANT,1.394002411086812,0.163316876557012,NOT_SIGNIFICANT,0,0,0,NEIGHBOR_INFECTIOUS_PRESSURE
2027-05,1206511000,Sultan Kudarat,TACURONG,0.5195633446756281,1.1604430317928156,HIGH-HIGH,2.3812950372978636,0.017251888332764694,HOT_SPOT_95,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-05,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,0.5195633446756281,0.39555189969039645,LOW-LOW,-1.2810060110365695,0.20019155475832362,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1208001000,Sarangani,ALABEL,0.5195633446756281,0.061165354616308426,NOT_SIGNIFICANT,-0.7102716178817959,0.4775357165867249,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1208002000,Sarangani,GLAN,0.5195633446756281,0.6370076759935479,LOW-LOW,-1.3670320790911652,0.1716152507448936,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1208003000,Sarangani,KIAMBA,0.5195633446756281,0.08532876345368444,NOT_SIGNIFICANT,-0.695345914815551,0.4868385463889018,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1208004000,Sarangani,MAASIM,0.5195633446756281,0.009487121422886165,NOT_SIGNIFICANT,0.18270104829095246,0.8550325931887262,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1208005000,Sarangani,MAITUM,0.5195633446756281,0.5717531860467291,LOW-LOW,-1.4621928464461753,0.14368837138087512,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1208006000,Sarangani,MALAPATAN,0.5195633446756281,0.6683835101771779,LOW-LOW,-1.3670320790911652,0.1716152507448936,NOT_SIGNIFICANT,0,0,0,NONE
2027-05,1208007000,Sarangani,MALUNGON,0.5195633446756281,0.013200442936911983,NOT_SIGNIFICANT,1.1116657402198429,0.2662818953476497,NOT_SIGNIFICANT,0,0,0,NEIGHBOR_INFECTIOUS_PRESSURE
2027-05,1230800000,General Santos City,GENERAL SANTOS,0.5195633446756281,0.10902311035108779,NOT_SIGNIFICANT,0.6376657970491895,0.5236912546686691,NOT_SIGNIFICANT,0,0,0,CENTER_EXPANSION_PENDING
2027-06,1204701000,Cotabato,ALAMADA,0.5155470764706674,0.9497705201088906,LOW-LOW,-1.8459194323991333,0.06490390464506557,COLD_SPOT_90,0,0,0,NONE
2027-06,1204702000,Cotabato,CARMEN,0.5155470764706674,0.9284660490787536,LOW-LOW,-2.217262040048789,0.02660519027233531,COLD_SPOT_95,0,0,0,NONE
2027-06,1204703000,Cotabato,KABACAN,0.5155470764706674,-0.05653269125187031,NOT_SIGNIFICANT,-1.1179862616456375,0.26357286096718435,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204704000,Cotabato,KIDAPAWAN,0.5155470764706674,-0.10896001251083265,NOT_SIGNIFICANT,-0.920008376728084,0.3575683817970158,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204705000,Cotabato,LIBUNGAN,0.5155470764706674,0.18511539763415327,NOT_SIGNIFICANT,-2.217605119170501,0.026581768549390997,COLD_SPOT_95,0,0,0,NONE
2027-06,1204706000,Cotabato,MAGPET,0.5155470764706674,0.21323902565225514,NOT_SIGNIFICANT,-0.9178621399566629,0.3586910448429841,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204707000,Cotabato,MAKILALA,0.5155470764706674,0.051221617456995605,NOT_SIGNIFICANT,-0.4243354814988114,0.6713211662984664,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204708000,Cotabato,MATALAM,0.5155470764706674,-0.06608179814822795,NOT_SIGNIFICANT,0.07882222355205527,0.9371740272023658,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204709000,Cotabato,MIDSAYAP,0.5155470764706674,0.06236996311260157,NOT_SIGNIFICANT,-1.0749846273613506,0.28238161091057856,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204710000,Cotabato,M'LANG,0.5155470764706674,-0.04573703249721872,NOT_SIGNIFICANT,-0.21599438669555251,0.828992123065014,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204711000,Cotabato,PIGKAWAYAN,0.5155470764706674,0.6040718285202145,LOW-LOW,-1.3369689178308408,0.18123278283339006,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204712000,Cotabato,PIKIT,0.5155470764706674,0.8307224396596397,LOW-LOW,-1.6607208680502672,0.09676952028064784,COLD_SPOT_90,0,0,0,NONE
2027-06,1204713000,Cotabato,PRESIDENT ROXAS,0.5155470764706674,0.337524280089588,NOT_SIGNIFICANT,-1.322065556296231,0.1861463220648898,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204714000,Cotabato,TULUNAN,0.5155470764706674,-0.09608664876261812,NOT_SIGNIFICANT,0.6215985246170769,0.5342058914015646,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204715000,Cotabato,ANTIPAS,0.5155470764706674,-0.8592802373557236,HIGH-LOW,-1.1363471110313856,0.2558113213061962,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204716000,Cotabato,BANISILAN,0.5155470764706674,1.2008634933049407,LOW-LOW,-2.0979398161893488,0.03591046218014221,COLD_SPOT_95,0,0,0,NONE
2027-06,1204717000,Cotabato,ALEOSAN,0.5155470764706674,0.3503735454413522,LOW-LOW,-1.600476878686781,0.10949283218869695,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1204718000,Cotabato,ARAKAN,0.5155470764706674,0.2972633378965871,NOT_SIGNIFICANT,-1.0029043032775562,0.31590703614108306,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206302000,South Cotabato,BANGA,0.5155470764706674,1.1181125931486586,HIGH-HIGH,3.92628048592965,8.626955038993774e-05,HOT_SPOT_99,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-06,1206306000,South Cotabato,KORONADAL,0.5155470764706674,2.8216357641128376,HIGH-HIGH,3.6288925863182455,0.0002846396357230982,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+CENTER_EXPANSION_PENDING
2027-06,1206311000,South Cotabato,NORALA,0.5155470764706674,2.309740593525804,HIGH-HIGH,3.7207229565528728,0.00019865327237862966,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-06,1206312000,South Cotabato,POLOMOLOK,0.5155470764706674,0.2917419536537094,NOT_SIGNIFICANT,1.0122464974168326,0.31142020922300895,NOT_SIGNIFICANT,0,0,0,CENTER_EXPANSION_PENDING
2027-06,1206313000,South Cotabato,SURALLAH,0.5155470764706674,0.2985050942927718,NOT_SIGNIFICANT,1.379149759264952,0.1678485846486334,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206314000,South Cotabato,TAMPAKAN,0.5155470764706674,2.4241680413065874,HIGH-HIGH,3.326684025542168,0.0008788596743120363,HOT_SPOT_99,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-06,1206315000,South Cotabato,TANTANGAN,0.5155470764706674,2.0116858851650243,HIGH-HIGH,3.3111150056198975,0.0009292500961019127,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-06,1206316000,South Cotabato,T'BOLI,0.5155470764706674,-0.173936098224481,NOT_SIGNIFICANT,1.197059830194753,0.2312832355085256,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206317000,South Cotabato,TUPI,0.5155470764706674,0.7057695163126168,HIGH-HIGH,2.5707888401823706,0.010146717373021816,HOT_SPOT_95,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+CENTER_EXPANSION_PENDING
2027-06,1206318000,South Cotabato,SANTO NIÑO,0.5155470764706674,1.6911353614978686,HIGH-HIGH,2.6013138003982132,0.00928674632501114,HOT_SPOT_99,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER
2027-06,1206319000,South Cotabato,LAKE SEBU,0.5155470764706674,0.09375284718108232,NOT_SIGNIFICANT,-1.3419578815133735,0.17960965251385452,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206501000,Sultan Kudarat,BAGUMBAYAN,0.5155470764706674,0.07063919167552592,NOT_SIGNIFICANT,1.0117981334171837,0.31163458264691224,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206502000,Sultan Kudarat,COLUMBIO,0.5155470764706674,1.4320611567712043,HIGH-HIGH,2.459863310569977,0.013898994063865118,HOT_SPOT_95,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-06,1206503000,Sultan Kudarat,ESPERANZA,0.5155470764706674,-0.006532834790161164,NOT_SIGNIFICANT,-0.01181104020833079,0.990576372471654,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206504000,Sultan Kudarat,ISULAN,0.5155470764706674,0.18250529880304825,NOT_SIGNIFICANT,1.1737978942332483,0.240475987668746,NOT_SIGNIFICANT,0,0,0,NEIGHBOR_INFECTIOUS_PRESSURE
2027-06,1206505000,Sultan Kudarat,KALAMANSIG,0.5155470764706674,0.6286803326092844,LOW-LOW,-1.5995475072874359,0.10969900148079169,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206506000,Sultan Kudarat,LEBAK,0.5155470764706674,0.09738540862301442,NOT_SIGNIFICANT,-0.5635902605491031,0.5730330166207362,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206507000,Sultan Kudarat,LUTAYAN,0.5155470764706674,-0.3271646542366863,NOT_SIGNIFICANT,2.7296940606509557,0.006339312592245915,HOT_SPOT_99,1,10,1,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE
2027-06,1206508000,Sultan Kudarat,LAMBAYONG,0.5155470764706674,0.0008856469024248936,NOT_SIGNIFICANT,0.8194713021781498,0.41251756870326695,NOT_SIGNIFICANT,0,0,0,NONE
2027-06,1206509000,Sultan Kudarat,PALIMBANG,0.5155470764706674,1.167839789040891,LOW-LOW,-2.163055244608557,0.030536930822340037,COLD_SPOT_95,0,0,0,NONE
2027-06,1206510000,Sultan Kudarat,PRESIDENT QUIRINO,0.5155470764706674,-0.07204788983799747,NOT_SIGNIFICANT,1.4096580880953393,0.1586406659688664,NOT_SIGNIFICANT,0,0,0,NEIGHBOR_INFECTIOUS_PRESSURE
2027-06,1206511000,Sultan Kudarat,TACURONG,0.5155470764706674,1.144414650459171,HIGH-HIGH,2.3674481043675435,0.017911231776003674,HOT_SPOT_95,1,10,1,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING
2027-06,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,0.5155470764706674,0.3980716631900799,LOW-LOW,-1.289813001480502,0.19711559265716871,NOT_SIGNIFICANT,0,0,0,NONE
