PERIOD,PSGC,PROVINCE,LOCATION,PREDICTED_CASES,ROLLING_12M_RATE_PER_100K,HOTSPOT_CLASS,HOTSPOT_CLUSTER_ID,HOTSPOT_CLUSTER_SIZE,TRANSMISSION_PRESSURE_INDEX,TRANSMISSION_PRESSURE_LEVEL,TESTING_CENTER_NEED_SCORE,ALERT_REASON,ALERT_TYPE,ALERT_STATUS
2025-01,1206311000,South Cotabato,NORALA,0.24980874668996225,16.887568799846843,HOT_SPOT_99,1,11,89.99765651155987,CRITICAL,76.20373951094214,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206315000,South Cotabato,TANTANGAN,0.28503972755317275,14.89051330496189,HOT_SPOT_95,1,11,84.08935404417463,CRITICAL,71.47389309769154,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206318000,South Cotabato,SANTO NIÑO,0.23968768168702137,19.940679244982917,HOT_SPOT_95,1,11,82.90172262403989,CRITICAL,70.96145144378144,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206314000,South Cotabato,TAMPAKAN,0.23468757907042218,12.289153992545362,HOT_SPOT_99,1,11,81.17009245054075,CRITICAL,74.04710933994258,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206306000,South Cotabato,KORONADAL,2.5291704901918584,33.133405048939316,HOT_SPOT_95,1,11,79.6080277276681,HIGH,69.44239716635424,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206511000,Sultan Kudarat,TACURONG,0.8811144287895225,16.8477359898643,NOT_SIGNIFICANT,0,0,79.20074430814597,HIGH,71.07679501869316,TRANSMISSION_PRESSURE_PROXY+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206312000,South Cotabato,POLOMOLOK,1.3477970580795373,18.71928085017384,HOT_SPOT_90,1,11,76.02484971532219,HIGH,81.2291875317253,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206317000,South Cotabato,TUPI,0.3048824492968908,13.013312760212498,HOT_SPOT_99,1,11,75.34147996818696,HIGH,78.32052529241548,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206302000,South Cotabato,BANGA,0.628468150559434,10.43917437671045,HOT_SPOT_99,1,11,70.48119621615956,HIGH,58.04702463434974,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1206502000,Sultan Kudarat,COLUMBIO,0.15148266514665948,12.369918496006708,HOT_SPOT_90,1,11,66.29713806278197,HIGH,62.51367423649071,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1230800000,General Santos City,GENERAL SANTOS,5.24284000865528,21.262811944729794,NOT_SIGNIFICANT,0,0,65.61936539127397,HIGH,74.14044873511324,TRANSMISSION_PRESSURE_PROXY+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-01,1208007000,Sarangani,MALUNGON,0.7337002846403796,8.911135507723644,HOT_SPOT_95,1,11,60.927781620362566,MODERATE,56.44385711404753,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206315000,South Cotabato,TANTANGAN,2.3943214299168676,19.765115737998915,HOT_SPOT_99,1,12,91.96060585845218,CRITICAL,79.0431459633092,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206311000,South Cotabato,NORALA,0.9322257306429426,18.777299399872735,HOT_SPOT_99,1,12,89.04515790212842,CRITICAL,76.34318760720886,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206318000,South Cotabato,SANTO NIÑO,0.9732511229133718,22.274619189765932,HOT_SPOT_95,1,12,84.24885777059907,CRITICAL,71.37694517000507,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206511000,Sultan Kudarat,TACURONG,4.893726675991228,20.964893959650244,HOT_SPOT_90,1,12,82.96781019412968,CRITICAL,74.02642427631778,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206314000,South Cotabato,TAMPAKAN,0.9752086506143617,14.56869924760971,HOT_SPOT_99,1,12,81.45953437899863,CRITICAL,75.19155641813305,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206306000,South Cotabato,KORONADAL,10.718020021552148,37.8447205522557,HOT_SPOT_99,1,12,79.75602210621949,HIGH,68.70017088678296,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206302000,South Cotabato,BANGA,4.306216980098024,15.092638681470392,HOT_SPOT_99,1,12,79.28446014830854,HIGH,64.09462090470925,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206317000,South Cotabato,TUPI,1.4812127214977544,14.869473329880286,HOT_SPOT_99,1,12,75.87747518803083,HIGH,79.04040893738056,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206312000,South Cotabato,POLOMOLOK,5.42249420488815,21.175746017629212,HOT_SPOT_90,1,12,74.58290621029128,HIGH,79.44379934830978,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1230800000,General Santos City,GENERAL SANTOS,24.403472968548314,24.154206157952174,NOT_SIGNIFICANT,0,0,66.24456509438158,HIGH,74.29496770849319,TRANSMISSION_PRESSURE_PROXY+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206313000,South Cotabato,SURALLAH,3.7624706889851267,17.69794386974534,NOT_SIGNIFICANT,0,0,65.53878060083747,HIGH,60.68526467023632,TRANSMISSION_PRESSURE_PROXY,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206502000,Sultan Kudarat,COLUMBIO,0.6569330676539695,14.318397571147745,HOT_SPOT_90,1,12,64.6242925727937,MODERATE,61.41658103906789,CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-02,1206507000,Sultan Kudarat,LUTAYAN,0.6506344967356289,2.734142251123055,HOT_SPOT_95,1,12,56.87925977871168,MODERATE,60.494457239119896,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206311000,South Cotabato,NORALA,2.409018268611006,19.593883146885066,HOT_SPOT_99,1,12,96.56701557964729,CRITICAL,83.60910845837837,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206315000,South Cotabato,TANTANGAN,1.843496184374234,21.465984356167688,HOT_SPOT_99,1,12,89.68183293143387,CRITICAL,76.86672828271732,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206318000,South Cotabato,SANTO NIÑO,2.38636296746839,25.60131519887244,HOT_SPOT_95,1,12,89.50578444303005,CRITICAL,77.06715660143816,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206314000,South Cotabato,TAMPAKAN,1.9318982499056507,16.743646916989782,HOT_SPOT_99,1,12,86.8642500943931,CRITICAL,77.15571663287997,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206511000,Sultan Kudarat,TACURONG,5.730718095615723,23.241295223132322,HOT_SPOT_90,1,12,82.16512361073558,CRITICAL,73.35957218893374,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206306000,South Cotabato,KORONADAL,14.660560810007869,39.576475220612934,HOT_SPOT_99,1,12,81.60598048826951,CRITICAL,70.61144400852538,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206317000,South Cotabato,TUPI,2.4369163328277406,16.665859875267376,HOT_SPOT_99,1,12,81.08691261768351,CRITICAL,82.59737924015873,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206312000,South Cotabato,POLOMOLOK,6.917864504205254,22.22278774737815,HOT_SPOT_90,1,12,76.86851795710416,HIGH,80.49403178764032,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206302000,South Cotabato,BANGA,4.1149136761051555,17.36523005592137,HOT_SPOT_99,1,12,74.76872412485834,HIGH,61.286047383838806,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206502000,Sultan Kudarat,COLUMBIO,0.8726359191761215,13.930520373851799,NOT_SIGNIFICANT,0,0,67.03671044967071,HIGH,63.80643563447313,TRANSMISSION_PRESSURE_PROXY+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1230800000,General Santos City,GENERAL SANTOS,22.934155954372628,25.605301689422365,NOT_SIGNIFICANT,0,0,66.39866818322538,HIGH,75.14550685352167,TRANSMISSION_PRESSURE_PROXY+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1206507000,Sultan Kudarat,LUTAYAN,1.11740074062931,4.424977020230818,HOT_SPOT_90,1,12,57.33325025637326,MODERATE,60.070741622904364,CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-03,1208007000,Sarangani,MALUNGON,2.734679183701834,12.479972765197113,HOT_SPOT_90,1,12,55.21363493494997,MODERATE,53.42545237919444,CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206314000,South Cotabato,TAMPAKAN,2.286359094504158,17.403268492116684,HOT_SPOT_99,1,12,90.03552676397315,CRITICAL,77.66693983355528,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206315000,South Cotabato,TANTANGAN,1.448956687271472,22.35885857161377,HOT_SPOT_99,1,12,89.82665466632356,CRITICAL,77.1314008500212,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206311000,South Cotabato,NORALA,1.0951039679001757,19.767642893538518,HOT_SPOT_99,1,12,86.8112924322918,CRITICAL,74.51174891294542,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206318000,South Cotabato,SANTO NIÑO,1.1382530112079041,25.909164452677445,HOT_SPOT_99,1,12,85.28602541617288,CRITICAL,72.96873331827507,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206317000,South Cotabato,TUPI,1.9555317278358517,17.852194544324686,HOT_SPOT_99,1,12,82.7596721667648,CRITICAL,86.3295392232113,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206306000,South Cotabato,KORONADAL,11.839211379051319,39.922676660168996,HOT_SPOT_99,1,12,82.33095509619692,CRITICAL,71.5229957432518,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206511000,Sultan Kudarat,TACURONG,4.605835944845895,24.56055968424867,HOT_SPOT_90,1,12,82.26007694314153,CRITICAL,73.53919819710774,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206312000,South Cotabato,POLOMOLOK,6.181564341631754,23.413693888853622,HOT_SPOT_95,1,12,78.60449909215156,HIGH,82.47918079720021,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206302000,South Cotabato,BANGA,3.2373990537462016,19.764984457381036,HOT_SPOT_99,1,12,75.04369048634041,HIGH,62.313422751902834,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1206502000,Sultan Kudarat,COLUMBIO,0.8722496322424931,13.54204883165115,NOT_SIGNIFICANT,0,0,68.759441715582,HIGH,64.23285084861598,TRANSMISSION_PRESSURE_PROXY+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1230800000,General Santos City,GENERAL SANTOS,19.228412980669066,27.22616347907118,NOT_SIGNIFICANT,0,0,67.44862162603249,HIGH,76.85640507980273,TRANSMISSION_PRESSURE_PROXY+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-04,1208007000,Sarangani,MALUNGON,2.154312740498668,13.524663847045272,HOT_SPOT_95,1,12,54.55276508759043,MODERATE,54.138942307205795,STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206315000,South Cotabato,TANTANGAN,0.5845803321015194,21.489864090427474,HOT_SPOT_99,1,11,90.28775105767376,CRITICAL,77.63146838044872,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206318000,South Cotabato,SANTO NIÑO,0.44308628883274287,24.540266105759997,HOT_SPOT_95,1,11,85.31809089280247,CRITICAL,72.88834689481422,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206311000,South Cotabato,NORALA,0.3852591062085666,18.49354252490785,HOT_SPOT_99,1,11,85.28682155140356,CRITICAL,73.06937366191806,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206312000,South Cotabato,POLOMOLOK,3.0682534578335967,22.862132772697333,HOT_SPOT_95,1,11,83.69614672660843,CRITICAL,86.87488799001619,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206306000,South Cotabato,KORONADAL,4.321166809742133,38.55089233823326,HOT_SPOT_99,1,11,81.87672069065958,CRITICAL,70.92781844550362,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206511000,Sultan Kudarat,TACURONG,1.6206164358134263,24.202542525333236,HOT_SPOT_90,1,11,80.30233965668899,CRITICAL,72.01559443463809,TRANSMISSION_PRESSURE_PROXY+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206317000,South Cotabato,TUPI,0.6605027990749374,17.406944739536762,HOT_SPOT_99,1,11,79.66518553176567,HIGH,84.26223683613476,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206314000,South Cotabato,TAMPAKAN,0.4613187897544432,18.47165724553068,HOT_SPOT_99,1,11,76.30974092911971,HIGH,70.04983689773903,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1230800000,General Santos City,GENERAL SANTOS,9.152889151881434,26.109514164740286,NOT_SIGNIFICANT,0,0,72.00191312901696,HIGH,80.42550856190277,TRANSMISSION_PRESSURE_PROXY+TESTING_CENTER_GAP,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206302000,South Cotabato,BANGA,1.0712681570882394,19.82056701040717,HOT_SPOT_99,1,11,70.82372156423759,HIGH,60.86756888545973,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1206502000,Sultan Kudarat,COLUMBIO,0.3563638046022666,11.620731444026296,NOT_SIGNIFICANT,0,0,69.81324032788024,HIGH,63.35582552563686,TRANSMISSION_PRESSURE_PROXY+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-05,1208007000,Sarangani,MALUNGON,1.0079279406648392,13.521438587517569,HOT_SPOT_90,1,11,58.511978148653874,MODERATE,58.23396788666065,CONNECTED_HOTSPOT_CLUSTER+NEIGHBOR_INFECTIOUS_PRESSURE,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-06,1206315000,South Cotabato,TANTANGAN,0.7391168898398875,20.936838840065587,HOT_SPOT_99,1,13,88.05101802146076,CRITICAL,76.21696777107319,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
2025-06,1206502000,Sultan Kudarat,COLUMBIO,2.9361964829117646,20.335677240504626,HOT_SPOT_95,1,13,87.28530485362623,CRITICAL,76.30287324960769,TRANSMISSION_PRESSURE_PROXY+STATISTICAL_HOTSPOT+CONNECTED_HOTSPOT_CLUSTER+TESTING_CENTER_GAP+NEIGHBOR_INFECTIOUS_PRESSURE+CENTER_EXPANSION_PENDING,DYNAMIC SPATIOTEMPORAL WATCH,SCENARIO-BASED; VERIFY WITH OFFICIAL SURVEILLANCE
