PERIOD,PSGC,PROVINCE,LOCATION,POPULATION,PLHIV_UNDIAGNOSED,PLHIV_DIAGNOSED_NOT_ON_ART,PLHIV_ON_ART_UNSUPPRESSED,PLHIV_VIRALLY_SUPPRESSED,TOTAL_PLHIV,EFFECTIVE_INFECTIOUS_POOL,NEW_INFECTIONS_ESTIMATE,PREDICTED_CASES,NEW_ART_ENROLLMENTS,NEWLY_VIRALLY_SUPPRESSED,TREATMENT_INTERRUPTION,PLHIV_ATTRITION,ART_COVERAGE,VIRAL_SUPPRESSION_COVERAGE,INFECTIOUS_POOL_REDUCTION_FROM_TREATMENT,TREATMENT_DECOMPOSITION_RATE,TESTING_ACCESS_SCORE,ACTIVE_TESTING_CENTERS
2025-01,1204711000,Cotabato,PIGKAWAYAN,53967.59281166494,32.33215700093522,10.367845157068752,19.87577635503962,7.754024575139648,70.32980308818324,44.20062402702784,0.16373106435837634,0.09787033971862273,0.8878345880179306,1.0543112157102381,0.17020375668521917,0.08004365669817003,0.39286049038891174,0.11025232880884425,0.6958417339980634,0.01574280339509617,0.0,0.0
2025-01,1204712000,Cotabato,PIKIT,67689.89150504026,31.597833942969668,10.008687406706223,19.4052183127881,7.720888739161374,68.73262840162536,46.642061788648576,0.16573153746525437,0.09713694046409335,0.9857968470517268,1.1729213028608407,0.15956268323800551,0.0781190028229986,0.39466127926089917,0.1123322200636051,0.7730300373344356,0.01657366779447495,0.06595412000897811,0.0
2025-01,1204713000,Cotabato,PRESIDENT ROXAS,51594.5381950134,26.442444876608565,8.592000422990719,16.311622530293132,6.404219782938161,57.75028761283058,39.71028260282932,0.18759637299346588,0.2144737239948862,0.7744705227267933,0.9074910752374679,0.1377188744948101,0.06566849886548096,0.3933459598595044,0.11089502836545723,0.6047965914970164,0.015230226325660177,0.02318514572524946,0.0
2025-01,1204714000,Cotabato,TULUNAN,62343.17495748065,41.49027245844171,13.173082855869279,25.47235370483011,10.160141726830979,90.29585074597207,63.607506332965634,0.2827813928765031,0.19199681263083895,1.3209668718934313,1.5655087400648091,0.20825787277225796,0.10261547478395501,0.39461941093955066,0.1125205825394386,1.0347426901909216,0.01626761918277952,0.07493849336356843,0.0
2025-01,1204715000,Cotabato,ANTIPAS,27125.97634931667,24.18778759766089,7.785978708847346,14.890139194979493,5.80846266076753,52.67236816225526,33.10746801291636,0.11470386162043945,0.09467646905696392,0.6667674209671592,0.7898479272621199,0.12750776745530767,0.05993654887044365,0.3929688863045943,0.11027532771784207,0.5222300568584624,0.015773784230637102,0.0,0.0
2025-01,1204716000,Cotabato,BANISILAN,48337.02240034523,18.138603801246532,5.826523970695646,11.155270627774032,4.351723905844196,39.472122305560404,24.804417976248953,0.09545604153966877,0.06353395045684322,0.49895637074658333,0.591731700289687,0.09552593614962085,0.04492175561813427,0.39285940628112037,0.11024803460418879,0.39091683737769617,0.015759968153738254,0.0,0.0
2025-01,1204717000,Cotabato,ALEOSAN,38281.660100033856,27.204698124589136,8.65053527329947,16.71819243520496,6.623668107318349,59.19709394041192,40.6545785320843,0.13675337851253214,0.09126441482721591,0.8280164713528833,0.9839202410436532,0.13868795553503652,0.06729725338808723,0.3943075409414411,0.11189177823468438,0.6490750320590011,0.015965607208220243,0.05185138302948414,0.0
2025-01,1204718000,Cotabato,ARAKAN,51933.04468867425,18.619295921003335,5.961552663468586,11.43778545702371,4.462296456815215,40.48093049831085,25.434994429778918,0.10324573444996109,0.05090911557726389,0.5105016109313929,0.6067177087736713,0.09794659590350585,0.04607654562279693,0.3927795561542833,0.11023206240284951,0.4001951058101548,0.015734035520039755,0.0,0.0
2025-01,1206302000,South Cotabato,BANGA,92234.00053590747,75.87120401230277,21.469314925170554,46.18117463293559,22.214273734586495,165.7359673049954,114.45331141123867,0.4949856148755577,0.628468150559434,5.252343663614505,6.416884973452312,0.21967818241143686,0.1856356880664362,0.41267716042382907,0.1340341152002734,4.148875183481684,0.03624949887709661,0.7151159447119442,1.0
2025-01,1206306000,South Cotabato,KORONADAL,203809.93257544364,344.12241092597156,98.5334315011556,209.55393224243565,98.70735078561857,750.9171254551813,523.3805955564636,2.3165981625611485,2.5291704901918584,22.289533638837085,27.153889087979753,1.08072815256441,0.8426173388827674,0.4105130547411558,0.1314490606746855,17.592734209973493,0.03361365392476715,0.6421946057179206,2.0
2025-01,1206311000,South Cotabato,NORALA,48851.3701674144,58.93312228125855,18.557558977337553,36.15166787786651,14.57790590226026,128.22025503872285,87.43121695629432,0.39097611138301436,0.24980874668996225,1.9960479200223655,2.3717502946420153,0.28871860799814697,0.14560629356224336,0.3956439937263134,0.11369425133226957,1.5646623674483113,0.01789592346896492,0.11145211816759995,0.0
2025-01,1206312000,South Cotabato,POLOMOLOK,178146.785258419,182.3245631723482,53.24333218955193,111.28114543098883,51.017834545455926,397.86687533834487,274.0590761696243,1.2093930988742587,1.3477970580795373,10.837398229071768,13.11458760249027,0.6301834666192707,0.44737794567388517,0.4079228255391358,0.12822840429244206,8.537942759019156,0.03115365810302425,0.5492647513281718,1.0
2025-01,1206313000,South Cotabato,SURALLAH,92089.7683901793,73.89996861999325,20.90427943782069,45.03679690775831,21.646132787470904,161.48717775304317,111.8578837670754,0.34703471806870456,0.548457670364719,5.0956445316009225,6.237916886324596,0.21509136058201628,0.18085195333589957,0.41293018196903,0.13404242422623544,4.027342422550953,0.03600409990713926,0.7116938046406821,1.0
2025-01,1206314000,South Cotabato,TAMPAKAN,42595.99629271306,38.75400690737095,12.399370924149215,23.878867335528273,9.518831952544941,84.55107711959339,53.13344587402325,0.2022918763401297,0.23468757907042218,1.2398836776071345,1.4636437204562533,0.19540405640183453,0.09604290450568868,0.39500028179219754,0.11258084789482949,0.9701895659181923,0.018259488914354687,0.07348329436838728,0.0
2025-01,1206315000,South Cotabato,TANTANGAN,48924.03356656359,58.36811794280958,18.469676931244205,35.837592907129384,14.395209704319083,127.07059748550225,90.15753368668247,0.3896617422658972,0.28503972755317275,1.9392486375151359,2.2988966556224004,0.2885918747782891,0.14432735985978162,0.3953141293537998,0.11328513432040375,1.5191731213956596,0.016850207179303783,0.09864453140479844,0.0
2025-01,1206316000,South Cotabato,T'BOLI,106067.00599281567,57.75923548234508,16.550592652582125,35.28800672549367,16.76993148914725,126.36776634956814,82.87242333215875,0.28400997904473524,0.5020883706658049,3.8742954652957597,4.714401450140014,0.17591000705933046,0.1416172440489475,0.41195583113049805,0.13270735072389417,3.056940676243786,0.03688730886981962,0.6736071692360179,1.0
2025-01,1206317000,South Cotabato,TUPI,79187.23417455632,71.46319763266612,22.430068178443758,43.83280164461508,17.771637758739846,155.49770521446482,111.47294659227545,0.46083683512427476,0.3048824492968908,2.495395461845876,2.9673622251023004,0.3458835939320065,0.17651006658480942,0.39617587486830846,0.11428874615370646,1.9565006137705636,0.017551349215937383,0.12976925289536437,0.0
2025-01,1206318000,South Cotabato,SANTO NIÑO,41320.99804855008,56.14266587792037,17.669271865622342,34.45301430818661,13.91651492573651,122.18146697746583,87.09987592188168,0.352010909260563,0.23968768168702137,1.9208282780715098,2.2827828527196963,0.2741274165903659,0.13872242267413973,0.39588270161172645,0.11390037515512202,1.505773031990306,0.01728788951824463,0.11717159583454911,0.0
2025-01,1206319000,South Cotabato,LAKE SEBU,84860.61979070219,51.28699637082197,16.23596793853554,31.50006082430287,12.536238150834755,111.55926328449513,77.01597336706618,0.2512594575459549,0.1475110913899762,1.6015347377501576,1.9066421939934772,0.2588934099712472,0.1267893597616367,0.39473458033545417,0.11237290191550667,1.2560703954364159,0.016309219250529406,0.06670323969330483,0.0
2025-01,1206501000,Sultan Kudarat,BAGUMBAYAN,70326.1419073308,47.11440996362018,14.87593793301725,28.938891033875134,11.589017203082731,102.5182561335953,67.88202941334812,0.23308009752202327,0.15264376261048707,1.5296063316827826,1.820699870113345,0.2346772684851316,0.11645746463652219,0.3953238161225105,0.11304344845644523,1.1996015856795883,0.017671858016721317,0.08779284801921337,0.0
2025-01,1206502000,Sultan Kudarat,COLUMBIO,33561.11575421336,25.522251636727827,8.186764069006763,15.729139827785406,6.241636559448839,55.679792092968825,38.44215904519362,0.13012521730086843,0.15148266514665948,0.793832782270402,0.9368518965381999,0.12996452822931134,0.06326784903180556,0.39459156655164107,0.11209877632134739,0.6211180272710052,0.016157209758713147,0.05813723998810703,0.0
2025-01,1206503000,Sultan Kudarat,ESPERANZA,74356.05983291192,46.01553067520648,14.590086362414077,28.25168167608942,11.26407894227597,100.12137765598595,69.79475408136699,0.28470041494293197,0.18457252047256564,1.4583003865670983,1.731102657026116,0.23122352954762004,0.11378300053808398,0.39467855460539464,0.1125042344201356,1.142829698607947,0.016374148940701643,0.0733047120166302,0.0
2025-01,1206504000,Sultan Kudarat,ISULAN,102219.81941483477,86.6395719453509,24.93292175178529,52.877271958299204,24.758481042764192,189.2082466981996,132.72220093638168,0.42580162635172497,0.6009246277464526,5.511264988342102,6.711499560340287,0.2787324654517775,0.21235308392282834,0.41031907623401775,0.1308530757766373,4.34949096421625,0.03277138966600705,0.6213330934637384,1.0
2025-01,1206505000,Sultan Kudarat,KALAMANSIG,52613.86508950834,26.374956674370253,8.388008455326712,16.217969814218012,6.437072916981909,57.418007860896886,36.09107948270681,0.12382233420658344,0.09458882371384605,0.8130145334903669,0.9656927977890724,0.13402266857461126,0.06526019437663716,0.39456337088679416,0.11210895600168877,0.6372429876915422,0.017656523352172934,0.05798708362451184,0.0
2025-01,1206506000,Sultan Kudarat,LEBAK,93991.90533199755,54.28151308252848,17.22882969157685,33.34776852303599,13.295678203842808,118.15378950098412,77.68255704641446,0.3165297796702611,0.2259254562875464,1.7220579003391887,2.0433619264858645,0.2729311629789425,0.13426399537470732,0.3947689441352221,0.11252858042045336,1.3493781499607933,0.017370413658687304,0.0733047120166302,0.0
2025-01,1206507000,Sultan Kudarat,LUTAYAN,65887.71183297435,31.309268107750434,9.973492790541629,19.216521112837217,7.62642796342779,68.12570997455707,46.21953897007325,0.23731259551472086,0.15231176470903926,0.9670389288193193,1.1445657198383907,0.15878302805948774,0.07745434148820915,0.3940208342238202,0.1119463997700139,0.7572340189979224,0.016383417833055948,0.05813723998810703,0.0
2025-01,1206508000,Sultan Kudarat,LAMBAYONG,81888.75748976506,54.210842926569896,17.08801635019107,33.23865472881947,13.336505087879097,117.87401909345954,80.93683162947126,0.35840197051007205,0.20046841946758742,1.7797228465550308,2.1162840719205427,0.2683968166522456,0.13391762823397355,0.39512659511312853,0.11314202392051208,1.3953731554820654,0.017240274018509676,0.09443577132649979,0.0
2025-01,1206509000,Sultan Kudarat,PALIMBANG,84224.60546258245,32.59392398279835,10.41349189537522,20.0048662202071,7.805012543252295,70.81729464163297,44.4959168825367,0.18490511173297003,0.07386964347827912,0.8917123020481265,1.0611587918878644,0.17131162554068102,0.08061549685208705,0.392698971405075,0.11021336783266196,0.6992845947072477,0.015715702556557402,0.0,0.0
2025-01,1206510000,Sultan Kudarat,PRESIDENT QUIRINO,44650.52074020309,24.98599708516796,7.9568813809992465,15.345005984523716,6.078154665013233,54.366039115704154,34.14906643702727,0.15860567062601397,0.10237545442356051,0.7608340456275945,0.9022054684093557,0.1273358331744733,0.061813096122305074,0.3940541006480765,0.1118005792564259,0.5960723903214129,0.017455012757687027,0.051331510727680676,0.0
2025-01,1206511000,Sultan Kudarat,TACURONG,118004.66508230021,137.81128582234277,39.61765322719605,83.85689573971914,39.066451494206774,300.3522862834647,205.88044685709696,0.9659577056204413,0.8811144287895225,8.585158291962848,10.455954014451018,0.45012103740115633,0.33739783347858865,0.4092638972553518,0.1300687668391406,6.775611949020007,0.03291041986965866,0.6036650722786451,1.0
2025-01,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,48326.557172607616,15.752090023153356,5.015597916148762,9.67888092886292,3.830107399976172,34.27667626814121,21.535777766851734,0.08889999100069235,0.05745033294195878,0.47622389587634667,0.5653521006656889,0.08048871966207367,0.038971539327033435,0.3941160520687694,0.1117409217280528,0.3732109987693416,0.017329812872781167,0.04792134039470817,0.0
2025-01,1208001000,Sarangani,ALABEL,90774.81169236307,49.386585440626895,15.688502099651176,30.39950466815056,12.253561638710465,107.7281538471391,74.58793112968198,0.2795924250124808,0.3063381427651825,1.6859997483819222,1.9926240605651104,0.2428492780744882,0.1222824470176143,0.3959323982046848,0.11374521145231599,1.3196921874794156,0.017693106210238473,0.11094635870915488,0.0
2025-01,1208002000,Sarangani,GLAN,117882.78744593346,55.33007103255172,16.12151643778122,33.80279358483963,15.530018888894874,120.78439994406743,79.36106445418181,0.2813684307927431,0.36791819098878475,3.3075481285028774,4.012340555453187,0.1901885707832498,0.13576722815818,0.40843695457840107,0.12857636330591105,2.6075237332282137,0.03285646117730234,0.556043152622822,1.0
2025-01,1208003000,Sarangani,KIAMBA,69235.38192181986,42.04012867937186,13.341141672818196,25.8204247547796,10.243531530392975,91.44522663736262,60.917732460297735,0.21903548284844251,0.13050614678697425,1.2884147559704227,1.5323017926557738,0.21361510603026254,0.10395546007910862,0.39437767952819086,0.11201822016380328,1.0102107335811803,0.016583196596156476,0.056212390281997204,0.0
2025-01,1208004000,Sarangani,MAASIM,68386.37927501084,34.584923911750295,11.126304236634853,21.360097563203833,8.579697442105505,75.6510231536945,50.97902383338389,0.20012939103939104,0.3110586339912465,1.1719946762237052,1.3740966312911773,0.17181434956765507,0.08585793679319267,0.39576193099838064,0.11341151889875672,0.9153743590799239,0.017955902060260442,0.10024908788502372,0.0
2025-01,1208005000,Sarangani,MAITUM,46437.90143034325,29.806077262598638,9.681281759174993,18.366443708100082,7.162285346719055,65.01608807659277,47.723314599801704,0.2104230942403915,0.20487390505591171,0.829186586120438,0.9742486154132446,0.15726751469605454,0.07397875568498095,0.39265249279139647,0.1101617393264489,0.6480011048630338,0.013578292084215925,0.0,0.0
2025-01,1208006000,Sarangani,MALAPATAN,83166.74199648276,38.23861618522509,12.076342984684851,23.484109596893855,9.409221433431853,83.20829020023565,55.738894149986095,0.20158041726453674,0.13332702706056968,1.2459941130243755,1.4822085677878456,0.19022626803741155,0.0945206370143511,0.39531314669692075,0.11308033623559789,0.9770141866257063,0.017528409946503218,0.08955615739725958,0.0
2025-01,1208007000,Sarangani,MALUNGON,109230.75152660157,69.10131615732897,20.061704251259695,42.316571162664054,19.92066090673054,151.40025247798326,105.47277266751519,0.3951851033025391,0.7337002846403796,4.539125879998302,5.4838896316367585,0.2181874778176914,0.169762468591525,0.4110774655309454,0.1315761405987577,3.574401885293649,0.03388933271491153,0.6422929310581468,1.0
2025-01,1230800000,General Santos City,GENERAL SANTOS,730114.3442936474,766.0766141163119,224.00253612440486,466.8967202228923,212.6818845130859,1669.657754976695,1251.9094570403224,5.8332790626911875,5.24284000865528,44.40099676497964,53.72268620473981,2.700577354358221,1.8788904033372433,0.407016709089261,0.12738052686495294,34.97865167289156,0.027940240786730425,0.5269003744424826,4.0
2025-02,1204701000,Cotabato,ALAMADA,72072.23490621512,35.40955198330829,10.924588257017767,21.46370564264456,9.615953620087762,77.41379950305839,52.00737908639907,0.23356829007102428,0.2802949362756935,0.9347050365831145,1.138542977417104,0.18860559252783116,0.08735200826979778,0.401474407176003,0.12421498081498848,0.7377196067874541,0.014184902599338677,0.0,0.0
2025-02,1204702000,Cotabato,CARMEN,80350.40216408523,24.76756267805614,8.198529162324396,15.27299150110738,6.828377592347903,55.06746093383582,34.526897427143844,0.26285971621144544,0.6915240396923674,0.702106696086151,0.8101563405336757,0.13415221239452294,0.0620178295660944,0.4013507926216233,0.12400022584212256,0.5460289580651677,0.015814596698627743,0.0,0.0
2025-02,1204703000,Cotabato,KABACAN,78572.30571908072,58.68160687061413,18.96618937864004,36.15597716537295,16.680589152331823,130.48436256695896,85.03174942658912,0.4919534498975081,1.5331303194926504,1.8428486868551177,2.158310950943665,0.30717715955806546,0.14656425935689713,0.4049264239658704,0.12783592473597793,1.438919722677277,0.016922146520336464,0.05931578515149494,0.0
2025-02,1204704000,Cotabato,KIDAPAWAN,162520.05894836792,129.09578599978843,35.8356128700256,78.10276751553432,45.16171991523216,288.19588630058047,191.57949963027977,1.1538272824837135,3.701733132707158,6.959619713725137,8.832755784503068,0.48359463209264175,0.3175931381329466,0.4277107803759731,0.15670494292944112,5.556879278033881,0.02900560492515034,0.5110155168444191,1.0
2025-02,1204705000,Cotabato,LIBUNGAN,58244.48308381005,40.70445723038699,13.139848021299596,24.97081117431597,11.37707105870541,90.19218748470797,56.79516550319572,0.3740350831417084,0.7849197648381365,1.217275111311311,1.4257602830396279,0.21494024026758285,0.10148046273508635,0.40300477509966304,0.12614253380465337,0.9504836643945804,0.01673529174487746,0.036230815170405654,0.0
2025-02,1204706000,Cotabato,MAGPET,55672.06348784611,28.405834521777166,9.265539606554274,17.51666656052374,7.96358310524043,63.151623794095606,43.01551315446326,0.23640991506474218,0.693269775001347,0.8501511213482822,0.9911522800295905,0.15117452781118093,0.0710160276750368,0.40347734761091697,0.12610258654956374,0.6629935495738472,0.015412894115504826,0.03165239129125461,0.0
2025-02,1204707000,Cotabato,MAKILALA,89246.47809899184,50.54789722968488,15.411142261040217,30.644359025440664,14.362422712732878,110.96582122889863,69.49650978068607,0.40695237622085145,0.6951420768143605,1.5795346229759033,1.923760083429294,0.25634384812969735,0.12473372219417601,0.4055913905718251,0.129431049612171,1.246611550113538,0.017937757652111426,0.08657296848476626,0.0
2025-02,1204708000,Cotabato,MATALAM,82260.50020727905,45.09242704572389,13.732457196871554,27.336343290962716,12.723775410894813,98.88500294445298,61.92517240397364,0.32633836548006845,0.5271096947526919,1.3703097778917313,1.673915148795795,0.23050583541497188,0.11121712876076979,0.4051182435051415,0.12867244811675016,1.08238130018153,0.01747885808246979,0.07294865931388193,0.0
2025-02,1204709000,Cotabato,MIDSAYAP,116748.77629667828,78.51561374683523,22.04416935652088,47.77672333790483,28.226312552908585,176.56281899416953,115.49670718180863,0.8027339609050139,2.9053400258525497,4.532476520683493,5.687757205926915,0.283473199734776,0.19398215440215713,0.4304588945950347,0.15986555217970708,3.6073079138564355,0.031232993579444715,0.5588411874054444,1.0
2025-02,1204710000,Cotabato,M'LANG,99488.45909466808,82.5048594688147,21.693493536570106,49.55367783039944,30.430287480087124,184.18231831587136,119.74876461729531,0.6109749695975744,2.1963235425539893,4.865077805267357,6.38070660436587,0.27345095483053594,0.20185834021148408,0.4342651674810316,0.16521828891250787,3.9216215377882504,0.03274874317343772,0.6357898031872496,1.0
2025-02,1204711000,Cotabato,PIGKAWAYAN,54007.28372103371,32.22399246381999,9.958326066594253,19.537954759353493,8.75307030220664,70.47334359197437,44.180250588612154,0.21968217827678102,0.28281489668700077,0.8520528043004602,1.036391457967004,0.17168316563707214,0.07951845737876045,0.40144292323291964,0.1242039877217271,0.6722205608853231,0.015215408512386163,0.0,0.0
2025-02,1204712000,Cotabato,PIKIT,67736.68911455321,31.364239722635855,9.622024514566762,19.05621251211648,8.83627837290232,68.87875512222142,46.54401780196562,0.22434843301585403,0.410480241748919,0.9468133165917232,1.1517059469556288,0.16133988328140275,0.07747043838601654,0.40495056618728326,0.12828742849987415,0.7469906609092954,0.01604912287734964,0.06589827050125084,0.0
2025-02,1204713000,Cotabato,PRESIDENT ROXAS,51627.890203817275,26.247692906173267,8.304589656980967,16.04211101928888,7.265806957499645,57.86020053994277,39.833728856899896,0.17764792550727268,0.3317900057870062,0.747969817116617,0.8924484808698416,0.13912968742366982,0.06515961571632732,0.40283161411959356,0.1255752121440337,0.5869835223130433,0.014735841688879888,0.023158184690201058,0.0
2025-02,1204714000,Cotabato,TULUNAN,62396.98553629608,41.32582110045322,12.562229961031795,25.006207832299946,11.649341335055258,90.54360022884022,60.270643727294534,0.33241542737329555,0.45197621238140007,1.25835125532631,1.536702138733769,0.21061493540542353,0.10185722595709774,0.40483865314292605,0.12866001910253924,0.9938666005080752,0.016490061148259922,0.0748827578712599,0.0
2025-02,1204715000,Cotabato,ANTIPAS,27143.913098842608,24.068536242609802,7.483990897341051,14.638803424234771,6.556924169834567,52.74825473402019,33.051165557915844,0.13609237418648237,0.21885929624183237,0.640378609456673,0.7765158129702348,0.12862846756088542,0.05949285716563516,0.4018280358458774,0.12430599273658344,0.5047886537249459,0.015272945604305551,0.0,0.0
2025-02,1204716000,Cotabato,BANISILAN,48367.864933035795,18.04671663156374,5.63189047679992,10.96868750699633,4.9123962324176045,39.559690847777595,24.80167051678145,0.13403381313701462,0.1979645139444577,0.48193734544068734,0.5818343924620977,0.0963773924700612,0.04462484967392888,0.4014461033207521,0.1241768104639669,0.3794344775443694,0.015298746803673335,0.0,0.0
2025-02,1204717000,Cotabato,ALEOSAN,38309.406921357324,26.372479275670102,8.998989918458726,16.484221893222774,7.562454896184621,59.41814598353622,40.564907925045375,0.28493250796515035,1.0803067823586323,0.8616450462559192,0.9700643828890115,0.14060467107311586,0.06665403644799142,0.40470257682005645,0.12727517446067826,0.6657492652858961,0.0164119506080489,0.05180509143614645,0.0
2025-02,1204718000,Cotabato,ARAKAN,51965.86669337681,18.56312638358791,5.735802962617698,11.243211834078693,5.036957248135518,40.57909842841982,25.457617409707503,0.14618689432774812,0.17344704669772334,0.4907737766059044,0.5963965444937014,0.09879576468458107,0.04579511240807477,0.4011959287595285,0.12412688904413544,0.38709243067423177,0.015205367589766103,0.0,0.0
2025-02,1206302000,South Cotabato,BANGA,92327.69315391759,72.4112427911508,20.87595783690226,44.848619743337295,28.374059658228852,166.5098800296192,108.71545664134398,0.9103376365759294,4.306216980098024,5.101972496241791,6.229770793694006,0.22747967477603506,0.1811230685603336,0.4397497577233322,0.17040466099177778,4.029483065722742,0.0370644910136021,0.7147793461274529,1.0
2025-02,1206306000,South Cotabato,KORONADAL,204116.16041683193,336.1034396153561,89.94618616839605,202.62507205731615,124.621312909454,753.2960107505223,504.3072019494261,2.988746132886024,10.718020021552148,20.308379809546878,26.24422861051316,1.1111795567590703,0.8250759438111319,0.4344193786991235,0.16543471773505286,16.29973764133409,0.03232104871460609,0.6417369109459806,2.0
2025-02,1206311000,South Cotabato,NORALA,48899.65421436023,58.41296154814151,17.843455614081083,35.48108153619126,16.838237883999668,128.57573658241353,84.00552079916287,0.47581533371535223,0.9322257306429426,1.9173437621435792,2.3274437826185097,0.29245254042768615,0.14433452276085257,0.4069144055547034,0.13095968439742764,1.511825825293172,0.017996743677211244,0.11137489058749116,0.0
2025-02,1206312000,South Cotabato,POLOMOLOK,178365.81167682688,178.32839916069804,49.24736373182613,107.9907096847435,63.55567093794233,399.12214351521,263.30252505623133,1.557547366121228,5.42249420488815,10.005992678735137,12.721119613708401,0.6466978540048278,0.4389564567745237,0.4298092286030941,0.1592386490465927,7.99321735734654,0.030357541598355336,0.5488432501556824,1.0
2025-02,1206313000,South Cotabato,SURALLAH,92162.84377098404,70.74358810648295,19.99623073485359,43.659948971299976,27.623466077961847,162.02323389059833,105.63549956681886,0.7027711989685872,3.7624706889851267,4.868853199995592,6.04569968499168,0.22235811409244663,0.17630883227087388,0.43995798218293775,0.17049077107431285,3.8634722672959905,0.03657361666427471,0.711425895051581,1.0
2025-02,1206314000,South Cotabato,TAMPAKAN,42624.91883552091,37.97674831108769,12.325614890004962,23.493973981456808,10.913951673024087,84.71028885557355,52.95774692878541,0.25563731992690986,0.9752086506143617,1.2319190690727968,1.43982081939543,0.19796656246345437,0.09503676155941115,0.40618354770510273,0.12883856046851383,0.9613616168626717,0.01815337080249008,0.07339634312733727,0.0
