PERIOD,PSGC,PROVINCE,LOCATION,POPULATION,MONTHLY_POPULATION_GROWTH_RATE,NATURAL_POPULATION_CHANGE,NET_MIGRATION_CHANGE,PLHIV_NET_MIGRATION,NEW_INFECTIONS_ESTIMATE,NEW_INFECTION_RATE_PER_100K,PREDICTED_CASES,DIAGNOSIS_GROWTH_RATIO,EFFECTIVE_INFECTIOUS_POOL,LOCAL_INFECTIOUS_PREVALENCE,NEIGHBOR_INFECTIOUS_PREVALENCE,NEIGHBOR_INFECTIOUS_POOL_PER_100K,NEIGHBOR_RATE_PER_100K,TESTING_ACCESS_SCORE,CENTER_EFFECT_ON_TRANSMISSION,ACTIVE_TESTING_CENTERS,NEW_TESTING_CENTERS_OPENED,PENDING_TESTING_CENTERS,TRANSMISSION_PRESSURE_INDEX,TRANSMISSION_PRESSURE_LEVEL,TESTING_CENTER_NEED_SCORE
2025-01,1204712000,Cotabato,PIKIT,67689.89150504026,0.0006932203633820411,47.64530432473413,-0.7537992844708306,-0.000764435615015984,0.16573153746525437,0.24483941956520028,0.09713694046409335,0.2914108213922801,46.642061788648576,0.0006890550531488969,0.0008425403797241004,84.25403797241003,4.865366592191201,0.06595412000897811,0.01187174160161606,0.0,0,0,18.63483881539446,LOW,42.16357994722716
2025-01,1204713000,Cotabato,PRESIDENT ROXAS,51594.5381950134,0.0006504566438472192,35.73496347809993,-2.1967684646943386,-0.0024536737370832434,0.18759637299346588,0.36359734878215655,0.2144737239948862,0.6434211719846586,39.71028260282932,0.0007696605879625318,0.0008652315408589948,86.52315408589946,5.549158472070619,0.02318514572524946,0.004173326230544902,0.0,0,0,29.88411974522026,LOW,44.33770219802637
2025-01,1204714000,Cotabato,TULUNAN,62343.17495748065,0.0008536676429709011,43.867746800426524,9.30721068023101,0.015929184096652393,0.2827813928765031,0.4535883728561561,0.19199681263083895,0.28799521894625846,63.607506332965634,0.0010202801890719759,0.001076574651617904,107.6574651617904,10.27082708284319,0.07493849336356843,0.013488928805442318,0.0,0,0,43.756430478425315,LOW,53.00406850396516
2025-01,1204715000,Cotabato,ANTIPAS,27125.97634931667,0.000663138162781074,18.344089640944162,-0.367740324275607,-0.0007133241343952199,0.11470386162043945,0.42285615877317156,0.09467646905696392,0.9467646905696392,33.10746801291636,0.001220507884640634,0.0007072160890140833,70.72160890140833,4.116073540766613,0.0,0.0,0.0,0,0,40.47464374749619,LOW,50.04348883333414
2025-01,1204716000,Cotabato,BANISILAN,48337.02240034523,0.0006422059442974248,33.17202463805877,-2.149624292826114,-0.0017531407410025603,0.09545604153966877,0.1974801855792156,0.06353395045684322,0.6353395045684321,24.804417976248953,0.0005131556878040505,0.0007069868588700022,70.69868588700021,3.411757374263377,0.0,0.0,0.0,0,0,16.495984083867686,LOW,31.721746009062905
2025-01,1204717000,Cotabato,ALEOSAN,38281.660100033856,0.0007230642556035338,26.184110004942475,1.4759900289142476,0.0025261399685877505,0.13675337851253214,0.35722948836383195,0.09126441482721591,0.27379324448164777,40.6545785320843,0.0010619857766316762,0.0007810727629935237,78.10727629935238,4.225742841458364,0.05185138302948414,0.009333248945307144,0.0,0,0,27.989189915020575,LOW,40.40459769508956
2025-01,1204718000,Cotabato,ARAKAN,51933.04468867425,0.0006366992037427632,35.75743059458383,-2.7127419203327645,-0.00211155021892404,0.10324573444996109,0.1988054716777992,0.05090911557726389,0.5090911557726389,25.434994429778918,0.0004897651308960492,0.0009211636647272281,92.11636647272282,5.937125915852445,0.0,0.0,0.0,0,0,20.365019848222374,LOW,34.482350025741326
2025-01,1206302000,South Cotabato,BANGA,92234.00053590747,0.000998464716497116,67.74146353606376,24.259072371407647,0.04151912351559391,0.4949856148755577,0.5366628488404942,0.628468150559434,0.628468150559434,114.45331141123867,0.0012409015194638667,0.0016731585994916446,167.31585994916443,16.80314025913893,0.7151159447119442,0.12872087004814994,1.0,0,0,70.48119621615956,HIGH,58.04702463434974
2025-01,1206306000,South Cotabato,KORONADAL,203809.93257544364,0.001463955813139517,180.97159896831988,116.96097647532359,0.20017736681914416,2.3165981625611485,1.1366463514743674,2.5291704901918584,0.5058340980383716,523.3805955564636,0.0025679837530132423,0.0012642883245716726,126.42883245716727,10.791829219502613,0.6421946057179206,0.11559502902922571,2.0,0,0,79.6080277276681,HIGH,69.44239716635424
2025-01,1206311000,South Cotabato,NORALA,48851.3701674144,0.0009706205928694533,34.34252439037465,13.027643024025098,0.02229666128821469,0.39097611138301436,0.800338066349282,0.24980874668996225,0.3747131200349434,87.43121695629432,0.0017897392981336283,0.0016469345467277005,164.69345467277006,15.084733605339363,0.11145211816759995,0.020061381270167992,0.0,0,0,89.99765651155987,CRITICAL,76.20373951094214
2025-01,1206312000,South Cotabato,POLOMOLOK,178146.785258419,0.0012014930250094924,139.52767777703852,74.25758064193677,0.1270909957082934,1.2093930988742587,0.678874500665234,1.3477970580795373,0.577627310605516,274.0590761696243,0.0015383891198040723,0.0012173267154329834,121.73267154329834,12.32935769208716,0.5492647513281718,0.09886765523907091,1.0,0,0,76.02484971532219,HIGH,81.2291875317253
2025-01,1206313000,South Cotabato,SURALLAH,92089.7683901793,0.0007908146340274147,67.62844664160097,5.139943537716876,0.008796954283263169,0.34703471806870456,0.37684394709120933,0.548457670364719,0.548457670364719,111.8578837670754,0.0012146613649101567,0.001200582310912477,120.05823109124768,10.784988930480221,0.7116938046406821,0.12810488483532279,1.0,0,0,56.96303545099519,MODERATE,55.29930662478932
2025-01,1206314000,South Cotabato,TAMPAKAN,42595.99629271306,0.0006811918320075439,29.68916520542851,-0.6928724923621995,-0.0013735915024446705,0.2022918763401297,0.4749081931316065,0.23468757907042218,2.3468757907042215,53.13344587402325,0.0012473812212044173,0.0017070449367038072,170.7044936703807,19.505545435052838,0.07348329436838728,0.013226992986309711,0.0,0,0,81.17009245054075,CRITICAL,74.04710933994258
2025-01,1206315000,South Cotabato,TANTANGAN,48924.03356656359,0.0009622842351941774,34.52701418945392,12.506552374135666,0.021404820630651862,0.3896617422658972,0.7964628299417361,0.28503972755317275,0.28503972755317275,90.15753368668247,0.0018428066353935975,0.0014682670761759138,146.8267076175914,13.587613966274489,0.09864453140479844,0.017756015652863718,0.0,0,0,84.08935404417463,CRITICAL,71.47389309769154
2025-01,1206316000,South Cotabato,T'BOLI,106067.00599281567,0.0007359819680878843,77.56126623086989,0.44472658480378946,0.0007611444379423055,0.28400997904473524,0.26776467987035696,0.5020883706658049,1.5062651119974149,82.87242333215875,0.0007813214161788636,0.0012061524920691244,120.61524920691245,11.886850989556462,0.6736071692360179,0.12124929046248323,1.0,0,0,48.843492809271886,MODERATE,50.288802498638574
2025-01,1206317000,South Cotabato,TUPI,79187.23417455632,0.0009509830943006392,57.440488755279716,17.793685801042688,0.030453688717376665,0.46083683512427476,0.581958493598134,0.3048824492968908,0.2286618369726681,111.47294659227545,0.0014077136012422171,0.0013902621653799506,139.02621653799508,14.93705338862922,0.12976925289536437,0.023358465521165585,0.0,0,0,75.34147996818696,HIGH,78.32052529241548
2025-01,1206318000,South Cotabato,SANTO NIÑO,41320.99804855008,0.0009446743992558293,28.91255204492963,10.085496505148893,0.017261211339923543,0.352010909260563,0.8518935308555906,0.23968768168702137,0.23968768168702137,87.09987592188168,0.002107884127569807,0.0013017896182403654,130.17896182403655,12.885863199269536,0.11717159583454911,0.02109088725021884,0.0,0,0,82.90172262403989,CRITICAL,70.96145144378144
2025-01,1206319000,South Cotabato,LAKE SEBU,84860.61979070219,0.0007266570443305032,61.30687007478571,0.31292062740303733,0.0005355600569062472,0.2512594575459549,0.29608487207099604,0.1475110913899762,0.2212666370849643,77.01597336706618,0.0009075584594717336,0.0008346720327925001,83.46720327925003,6.041715093027651,0.06670323969330483,0.012006583144794868,0.0,0,0,26.918652808944323,LOW,53.71172185839484
2025-01,1206501000,Sultan Kudarat,BAGUMBAYAN,70326.1419073308,0.0006992601751754091,50.195756826993104,-1.0538494961731546,-0.0015345063292997432,0.23308009752202327,0.33142739129519483,0.15264376261048707,0.4579312878314612,67.88202941334812,0.0009652460318781129,0.0011948268240818231,119.4826824081823,10.847140148709297,0.08779284801921337,0.015802712643458408,0.0,0,0,51.3308839413153,MODERATE,64.76874297811266
2025-01,1206502000,Sultan Kudarat,COLUMBIO,33561.11575421336,0.0006295692967608346,22.980672347813332,-1.8649181344526347,-0.0030902897042450906,0.13012521730086843,0.38772613596594185,0.15148266514665948,0.45444799543997844,38.44215904519362,0.0011454374558559628,0.0013842836693899027,138.42836693899028,13.473882090399217,0.05813723998810703,0.010464703197859264,0.0,0,0,66.29713806278197,HIGH,62.51367423649071
2025-01,1206503000,Sultan Kudarat,ESPERANZA,74356.05983291192,0.0008218565571294079,53.14160518184431,7.918227730081121,0.013551955743259219,0.28470041494293197,0.382887979248352,0.18457252047256564,0.2768587807088485,69.79475408136699,0.000938655897558386,0.0010377522024170624,103.77522024170625,8.050755903733528,0.0733047120166302,0.013194848162993437,0.0,0,0,36.936204573508405,LOW,55.04255469269581
2025-01,1206504000,Sultan Kudarat,ISULAN,102219.81941483477,0.0008206647493025354,75.98306429248254,7.836350542285327,0.013411823877491352,0.42580162635172497,0.41655486068089265,0.6009246277464526,0.45069347080983946,132.72220093638168,0.0012983998768160631,0.0011658504812453497,116.58504812453498,9.740729937999337,0.6213330934637384,0.11183995682347292,1.0,0,0,55.41162927019343,MODERATE,56.56251610171507
2025-01,1206505000,Sultan Kudarat,KALAMANSIG,52613.86508950834,0.0006440678871879602,36.50437814002153,-2.6392886316833173,-0.00287734293524572,0.12382233420658344,0.235341642352131,0.09458882371384605,0.9458882371384605,36.09107948270681,0.0006859613795965673,0.0007747030518633588,77.47030518633589,4.502050655603721,0.05798708362451184,0.01043767505241213,0.0,0,0,26.96492887283744,LOW,45.712441539353804
2025-01,1206506000,Sultan Kudarat,LEBAK,93991.90533199755,0.0007869133925078042,67.89752720914802,6.007804788402007,0.010282288838102248,0.3165297796702611,0.3367628079803434,0.2259254562875464,0.6777763688626393,77.68255704641446,0.0008264813525380156,0.000974339051323672,97.43390513236722,8.719964293968488,0.0733047120166302,0.013194848162993437,0.0,0,0,36.753433781251935,LOW,58.580688879311126
2025-01,1206507000,Sultan Kudarat,LUTAYAN,65887.71183297435,0.0008158676819629562,46.12699140934892,7.584841565004971,0.012981369153868386,0.23731259551472086,0.36017732125272367,0.15231176470903926,0.4569352941271178,46.21953897007325,0.0007014895142699748,0.0015802589105106018,158.02589105106017,15.715683511403792,0.05813723998810703,0.010464703197859264,0.0,0,0,49.409938045150476,MODERATE,52.51753181993619
2025-01,1206508000,Sultan Kudarat,LAMBAYONG,81888.75748976506,0.0009259835205293054,58.91941560316544,16.838074161902593,0.02881817038135158,0.35840197051007205,0.43766932298962685,0.20046841946758742,0.30070262920138113,80.93683162947126,0.000988375377897109,0.0011866360366373052,118.66360366373053,9.898706934656357,0.09443577132649979,0.01699843883876996,0.0,0,0,44.370118992319114,LOW,59.56056064043665
2025-01,1206509000,Sultan Kudarat,PALIMBANG,84224.60546258245,0.0007557593491338555,59.417495880443866,4.187966701994478,0.0071676568715069,0.18490511173297003,0.2195381156342915,0.07386964347827912,0.7386964347827912,44.4959168825367,0.0005283006864580021,0.0007667075975913429,76.67075975913428,4.498206916988604,0.0,0.0,0.0,0,0,18.02359483767356,LOW,46.44986276923504
2025-01,1206510000,Sultan Kudarat,PRESIDENT QUIRINO,44650.52074020309,0.0007737300565511251,30.789140511184563,3.7315996918982393,0.006386589979478475,0.15860567062601397,0.3552157242439645,0.10237545442356051,1.023754544235605,34.14906643702727,0.0007648077977796044,0.0013193380254889623,131.93380254889624,9.959450433156366,0.051331510727680676,0.009239671930982522,0.0,0,0,47.452309321171825,MODERATE,48.60254862690746
2025-01,1206511000,Sultan Kudarat,TACURONG,118004.66508230021,0.0013888636578118785,98.14288177957782,65.52220052063419,0.11214049304028967,0.9659577056204413,0.8185758630362211,0.8811144287895225,0.5286686572737135,205.88044685709696,0.001744680574395168,0.0013368257972040005,133.68257972040004,10.780638892382745,0.6036650722786451,0.1086597130101561,1.0,0,0,79.20074430814597,HIGH,71.07679501869316
2025-01,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,48326.557172607616,0.0006327060751949443,33.204912518318245,-2.6477399107016173,-0.001875232408621644,0.08889999100069235,0.18395680595075062,0.05745033294195878,0.5745033294195878,21.535777766851734,0.0004456302916413547,0.0008770932868440959,87.70932868440958,7.337977890441395,0.04792134039470817,0.00862584127104747,0.0,0,0,22.425323931377473,LOW,33.229773812190416
2025-01,1208001000,Sarangani,ALABEL,90774.81169236307,0.00078068985230062,65.47288774082354,5.33880462225709,0.00913730274362728,0.2795924250124808,0.30800661527123063,0.3063381427651825,0.4595072141477738,74.58793112968198,0.0008216809238058391,0.0010059246256417514,100.59246256417512,9.623769489769817,0.11094635870915488,0.019970344567647878,0.0,0,0,38.30429494460802,LOW,59.797461209749144
2025-01,1208002000,Sarangani,GLAN,117882.78744593346,0.0007877361909622849,86.4109757631954,6.37647017026288,0.010913255401500031,0.2813684307927431,0.23868491481149595,0.36791819098878475,1.1037545729663543,79.36106445418181,0.0006732201212206702,0.0007459437304206606,74.59437304206605,5.357378795903645,0.556043152622822,0.10008776747210796,1.0,0,0,24.113537422225146,LOW,40.30602879187548
2025-01,1208003000,Sarangani,KIAMBA,69235.38192181986,0.0007571501932535085,49.258340173957585,3.123581645909794,0.005345974082686889,0.21903548284844251,0.3163635077448925,0.13050614678697425,0.39151844036092276,60.917732460297735,0.0008798641788252953,0.0008655039866115893,86.55039866115894,5.375458529406064,0.056212390281997204,0.010118230250759497,0.0,0,0,28.84597651310983,LOW,51.1890082807184
2025-01,1208004000,Sarangani,MAASIM,68386.37927501084,0.000722584763902967,48.402551252787866,0.9767237580515953,0.0016716514848669852,0.20012939103939104,0.2926451044214306,0.3110586339912465,0.9331759019737396,50.97902383338389,0.0007454558111400439,0.0011252871588999232,112.52871588999231,11.60107329127086,0.10024908788502372,0.01804483581930427,0.0,0,0,44.65943055067561,LOW,56.69573719127528
2025-01,1208005000,Sarangani,MAITUM,46437.90143034325,0.0007090061489762878,32.17839259285447,0.7230377503974862,0.0012374707987834108,0.2104230942403915,0.45312791439558414,0.20487390505591171,0.3073108575838676,47.723314599801704,0.0010276802596557162,0.0007719077749183436,77.19077749183435,4.914062592103811,0.0,0.0,0.0,0,0,26.908999378524534,LOW,38.284440793088265
2025-01,1208006000,Sarangani,MALAPATAN,83166.74199648276,0.0007308978471201044,59.39933564239194,1.342660840360714,0.002297948594942623,0.20158041726453674,0.24238104370261598,0.13332702706056968,0.39998108118170905,55.738894149986095,0.000670206537035482,0.0007474505225132546,74.74505225132546,5.750419974276747,0.08955615739725958,0.016120108331506726,0.0,0,0,18.79934277028393,LOW,46.38931135567144
2025-01,1208007000,Sarangani,MALUNGON,109230.75152660157,0.0007673277928075262,80.27037174063447,3.481154860926055,0.00595795653003002,0.3951851033025391,0.3617892377187366,0.7337002846403796,0.7337002846403796,105.47277266751519,0.0009655959626152423,0.0013706148816369347,137.06148816369347,14.985659767995902,0.6422929310581468,0.11561272759046641,1.0,0,0,60.927781620362566,MODERATE,56.44385711404753
2025-01,1230800000,General Santos City,GENERAL SANTOS,730114.3442936474,0.0016206486654430918,733.9670567060954,447.37723694133035,0.7656809986075495,5.8332790626911875,0.7989541786546627,5.24284000865528,0.2665850851858617,1251.9094570403224,0.0017146758816956105,0.0009704886467088122,97.04886467088123,8.81744681551362,0.5269003744424826,0.09484206739964687,4.0,0,0,65.61936539127397,HIGH,74.14044873511324
2025-02,1204701000,Cotabato,ALAMADA,72072.23490621512,0.0006736360929968654,50.77448397811116,-2.256708566998998,-0.0024193840697963745,0.23356829007102428,0.3240752702825962,0.2802949362756935,0.7491982525405854,52.00737908639907,0.0007216007544940755,0.0007686435884680946,76.86435884680947,4.649684811302691,0.0,0.0,0.0,0,0,14.1554035271295,LOW,40.39692271767055
2025-02,1204702000,Cotabato,CARMEN,80350.40216408523,0.0006542832316793756,56.61331108392465,-4.075764724891447,-0.0027831028154648185,0.26285971621144544,0.3271417555255718,0.6915240396923674,6.915240396923674,34.526897427143844,0.0004297041022475002,0.0008479434064134776,84.79434064134776,6.957604851892987,0.0,0.0,0.0,0,0,25.353072566688994,LOW,49.92556708958041
2025-02,1204703000,Cotabato,KABACAN,78572.30571908072,0.000780606847671006,56.49122657157475,4.795012851882464,0.008214828515586622,0.4919534498975081,0.62611558283193,1.5331303194926504,3.819995429814752,85.03174942658912,0.0010822101839623088,0.0007894242182442705,78.94242182442704,7.393110052119732,0.05931578515149494,0.010676841327269088,0.0,0,0,41.356359776358225,LOW,63.16833520300358
2025-02,1204704000,Cotabato,KIDAPAWAN,162520.05894836792,0.0012389725376906746,137.06960857374347,64.03911310391021,0.10971197548143166,1.1538272824837135,0.7099599212244198,3.701733132707158,2.2853969473805513,191.57949963027977,0.0011788052556093642,0.0008558709477029864,85.58709477029865,8.05913916821395,0.5110155168444191,0.09198279303199544,1.0,0,0,43.096996946337306,LOW,60.4627265698894
2025-02,1204705000,Cotabato,LIBUNGAN,58244.48308381005,0.0009221363045548436,40.70027452139137,12.959596155372292,0.022202413911329523,0.3740350831417084,0.642181136028791,0.7849197648381365,6.216062814859748,56.79516550319572,0.0009751166547649009,0.0007550450665462236,75.50450665462236,5.147776363407068,0.036230815170405654,0.006521546730673017,0.0,0,0,35.90068660520883,LOW,51.883756766192306
2025-02,1204706000,Cotabato,MAGPET,55672.06348784611,0.0006455540238508028,38.83068159428618,-2.914542801544304,-0.0032974539018314117,0.23640991506474218,0.4246473010944768,0.693269775001347,1.8131857757453165,43.01551315446326,0.0007726588608279998,0.0008873162212256814,88.73162212256815,7.256272552627429,0.03165239129125461,0.00569743043242583,0.0,0,0,24.71956185374665,LOW,40.31836714860991
2025-02,1204707000,Cotabato,MAKILALA,89246.47809899184,0.0008652349851332453,63.95307607446166,13.199344103581806,0.02261315072108212,0.40695237622085145,0.4559870427261696,0.6951420768143605,6.951420768143604,69.49650978068607,0.0007787031069573504,0.001030257815311842,103.02578153118421,10.315731408616672,0.08657296848476626,0.015583134327257926,0.0,0,0,43.49573598042672,LOW,64.71715773724415
2025-02,1204708000,Cotabato,MATALAM,82260.50020727905,0.0007710508664156013,58.72385430026083,4.654307869492118,0.007973772373021427,0.32633836548006845,0.3967133249345248,0.5271096947526919,5.271096947526918,61.92517240397364,0.0007527935308919264,0.0010907683659667794,109.07683659667796,11.046088428562275,0.07294865931388193,0.013130758676498747,0.0,0,0,43.260107256104355,LOW,63.163452824194664
2025-02,1204709000,Cotabato,MIDSAYAP,116748.77629667828,0.0010421277920065197,86.08851963717527,35.45196410836094,0.06073639731259174,0.8027339609050139,0.6875737685379518,2.9053400258525497,3.4918074522622358,115.49670718180863,0.0009892755268655841,0.0009070413778981121,90.70413778981121,7.738731308086877,0.5588411874054444,0.10059141373297999,1.0,0,0,37.354310714839386,LOW,45.856749021535265
2025-02,1204710000,Cotabato,M'LANG,99488.45909466808,0.0009498988278977549,72.9931735828018,21.421113080350363,0.03669870676133512,0.6109749695975744,0.6141164263245872,2.1963235425539893,2.569525442274774,119.74876461729531,0.0012036447815856567,0.0009516868881290595,95.16868881290596,9.186579972225259,0.6357898031872496,0.11444216457370493,1.0,0,0,46.711901605428245,MODERATE,51.43216890311763
2025-02,1204711000,Cotabato,PIGKAWAYAN,54007.28372103371,0.0007354582129923681,37.719874022171396,1.9710353466017874,0.0033767828931129673,0.21968217827678102,0.4067639828203829,0.28281489668700077,2.8281489668700077,44.180250588612154,0.0008180424480671611,0.0008483587046294882,84.83587046294882,5.24121442150158,0.0,0.0,0.0,0,0,25.785015758664407,LOW,43.642192932332264
2025-02,1204712000,Cotabato,PIKIT,67736.68911455321,0.000691352999280026,47.53800564053849,-0.7403961275783519,-0.0007512740337869046,0.22434843301585403,0.33120667093197625,0.410480241748919,1.1224129639877523,46.54401780196562,0.0006871315738986371,0.0008259518447146276,82.59518447146276,6.917541970724236,0.06589827050125084,0.011861688690225152,0.0,0,0,19.25491564941588,LOW,41.93928050916067
2025-02,1204713000,Cotabato,PRESIDENT ROXAS,51627.890203817275,0.000646425183181476,35.65446493654273,-2.3024561326714177,-0.0025753826787643227,0.17764792550727268,0.34409294047452227,0.3317900057870062,0.8195895865798162,39.833728856899896,0.0007715544582519984,0.0008462414598355419,84.62414598355419,6.703674391329963,0.023158184690201058,0.00416847324423619,0.0,0,0,22.054938176065164,LOW,38.62920755329475
2025-02,1204714000,Cotabato,TULUNAN,62396.98553629608,0.0008631350400765125,43.77599131965641,10.034587495770245,0.01719128145194447,0.33241542737329555,0.5327427671644983,0.45197621238140007,1.1375270661601433,60.270643727294534,0.0009659223632243474,0.001041262609894381,104.12626098943811,11.910155499012326,0.0748827578712599,0.013478896416826782,0.0,0,0,41.18292641705329,LOW,51.63216048399025
2025-02,1204715000,Cotabato,ANTIPAS,27143.913098842608,0.0006612388544087189,18.304160118814032,-0.3674105928731925,-0.00071294525591873,0.13609237418648237,0.5013734522760657,0.21885929624183237,2.1885929624183236,33.051165557915844,0.0012176271504245686,0.0006967244962142624,69.67244962142625,4.828841117534756,0.0,0.0,0.0,0,0,31.562691569191536,LOW,42.09513251659794
2025-02,1204716000,Cotabato,BANISILAN,48367.864933035795,0.0006380726647809976,33.097830651250554,-2.2552979606850565,-0.0018404212458954141,0.13403381313701462,0.2771133547502694,0.1979645139444577,1.9796451394445769,24.80167051678145,0.0005127716625722222,0.0007088071705021588,70.88071705021588,3.81220647419518,0.0,0.0,0.0,0,0,12.846405842400124,LOW,28.398302392139783
2025-02,1204717000,Cotabato,ALEOSAN,38309.406921357324,0.0007248071596415162,26.127881685626157,1.6189396378368994,0.0027735716071532308,0.28493250796515035,0.7437664293526344,1.0803067823586323,2.969876322402618,40.564907925045375,0.0010588759050307985,0.0007703069644441556,77.03069644441555,5.547626809217666,0.05180509143614645,0.00932491645850636,0.0,0,0,37.524670988097085,LOW,46.23525394969653
2025-02,1204718000,Cotabato,ARAKAN,51965.86669337681,0.0006320061706244218,35.67694737030795,-2.8549426677512355,-0.002223851810696497,0.14618689432774812,0.28131329972868524,0.17344704669772334,1.7344704669772333,25.457617409707503,0.0004898911348851253,0.0009206134898348555,92.06134898348556,6.831327845592732,0.0,0.0,0.0,0,0,18.10138221480027,LOW,32.318990878212034
2025-02,1206302000,South Cotabato,BANGA,92327.69315391759,0.001015814314306418,67.60220906424898,26.090408945862762,0.04469815660820327,0.9103376365759294,0.9859854670670958,4.306216980098024,4.914897271075745,108.71545664134398,0.0011774956454300952,0.0016071839658935516,160.71839658935514,19.89990802222971,0.7147793461274529,0.12866028230294152,1.0,0,0,79.28446014830854,HIGH,64.09462090470925
